22
Vv,0.00000000000,0.08164796210,0.23545988033,0.39606534788,0.48502631657,0.29002966685,0.10460518629,0.32662464893,0.83679970297,0.31987341963,0.74583247259,0.64771915452,0.44495591602,0.81137750501,0.12122330040,0.30812057741,0.53250858474,0.76445947022,0.42645676381,0.79659509120,0.82929809058,0.80478166449
Uu,0.08164796210,0.00000000000,0.25883076329,0.11791987574,0.25675591267,0.10891314526,0.04905824782,0.35924349819,0.36368370146,0.90700291049,0.91984266834,0.17380762259,0.95903051106,0.68181472916,0.85232209637,0.09623441124,0.37660234371,0.21426155825,0.39624025450,0.95554587574,0.40666320311,0.97270038399
Tt,0.23545988033,0.25883076329,0.00000000000,0.37416232330,0.32096960663,0.19296861602,0.83955629329,0.95197230036,0.24046266477,0.69408212438,0.85110634934,0.77905773882,0.63426931842,0.32077916511,0.62621895735,0.59087639660,0.88488884287,0.21008646033,0.47110912294,0.42009716725,0.54005950765,0.87060579918
Ss,0.39606534788,0.11791987574,0.37416232330,0.00000000000,0.82224404314,0.55148489330,0.68662664673,0.59960769321,0.27755945350,0.62793033444,0.77658048801,0.05706915229,0.69865152046,0.34259685290,0.70481284270,0.39851711538,0.49126059693,0.44522530755,0.57265468673,0.40351921159,0.79325045285,0.94562005553
Rr,0.48502631657,0.25675591267,0.32096960663,0.82224404314,0.00000000000,0.41937186999,0.58359988756,0.23681124217,0.16788947622,0.35267733058,0.51562856730,0.21291486780,0.14976443237,0.00609464211,0.14842831387,0.28015535759,0.67433598745,0.22246635951,0.24988927203,0.46941955063,0.79206506853,0.67489591822
Qq,0.29002966685,0.10891314526,0.19296861602,0.55148489330,0.41937186999,0.00000000000,0.54288210206,0.16151881506,0.26316709865,0.26780320928,0.76356220951,0.19290096384,0.15639445782,0.08269087967,0.34181070900,0.20095954607,0.43859112594,0.30443651127,0.21251988708,0.77526622131,0.60097110758,0.70165125789
Pp,0.10460518629,0.04905824782,0.83955629329,0.68662664673,0.58359988756,0.54288210206,0.00000000000,0.29154401263,0.00326853880,0.04082525746,0.65774182936,0.57698220040,0.55254805946,0.35138738480,0.99916520191,0.21417034208,0.32730565204,0.12416227701,0.24732261323,0.67042528001,0.70939073713,0.63154855382
Oo,0.32662464893,0.35924349819,0.95197230036,0.59960769321,0.23681124217,0.16151881506,0.29154401263,0.00000000000,0.02970098090,0.25032316204,0.47492850424,0.65818848363,0.03321933655,0.04468998266,0.77302403925,0.86832997153,0.80306836025,0.53863791690,0.61136333653,0.60292553438,0.09783808666,0.26565599219
Nn,0.83679970297,0.36368370146,0.24046266477,0.27755945350,0.16788947622,0.26316709865,0.00326853880,0.02970098090,0.00000000000,0.72936449347,0.45465824622,0.50339499154,0.39494613930,0.96569020501,0.37122232597,0.14519613059,0.24854656127,0.77714559580,0.64534446847,0.83288373759,0.55574907832,0.70654321188
Mm,0.31987341963,0.90700291049,0.69408212438,0.62793033444,0.35267733058,0.26780320928,0.04082525746,0.25032316204,0.72936449347,0.00000000000,0.90173881492,0.15030806293,0.31359864089,0.71120718847,0.57676865509,0.21817373974,0.48657265376,0.94607759473,0.35246228552,0.95061788110,0.75457775601,0.85550029112
Ll,0.74583247259,0.91984266834,0.85110634934,0.77658048801,0.51562856730,0.76356220951,0.65774182936,0.47492850424,0.45465824622,0.90173881492,0.00000000000,0.52828641439,0.78110966187,0.28561693871,0.93838088287,0.15477384779,0.50067886547,0.52911888708,0.69199811159,0.98200358004,0.98700964088,0.85480386270
Kk,0.64771915452,0.17380762259,0.77905773882,0.05706915229,0.21291486780,0.19290096384,0.57698220040,0.65818848363,0.50339499154,0.15030806293,0.52828641439,0.00000000000,0.12679171734,0.23790774955,0.73381731962,0.72174724130,0.61441122213,0.45009079731,0.58485408733,0.69940559954,0.63704418996,0.59400243708
Jj,0.44495591602,0.95903051106,0.63426931842,0.69865152046,0.14976443237,0.15639445782,0.55254805946,0.03321933655,0.39494613930,0.31359864089,0.78110966187,0.12679171734,0.00000000000,0.03400979058,0.50973411410,0.13590346705,0.42221613288,0.22868524938,0.23962125307,0.55684895900,0.63897365149,0.22999677546
Ii,0.81137750501,0.68181472916,0.32077916511,0.34259685290,0.00609464211,0.08269087967,0.35138738480,0.04468998266,0.96569020501,0.71120718847,0.28561693871,0.23790774955,0.03400979058,0.00000000000,0.43653808415,0.13410090142,0.36913174930,0.75092638066,0.21526020533,0.15087993013,0.16198822853,0.00190819480
Hh,0.12122330040,0.85232209637,0.62621895735,0.70481284270,0.14842831387,0.34181070900,0.99916520191,0.77302403925,0.37122232597,0.57676865509,0.93838088287,0.73381731962,0.50973411410,0.43653808415,0.00000000000,0.83542912007,0.97617697363,0.36801731416,0.50990761226,0.64837037615,0.72266200159,0.66718569738
Gg,0.30812057741,0.09623441124,0.59087639660,0.39851711538,0.28015535759,0.20095954607,0.21417034208,0.86832997153,0.14519613059,0.21817373974,0.15477384779,0.72174724130,0.13590346705,0.13410090142,0.83542912007,0.00000000000,0.74080000655,0.00273774667,0.38161964767,0.12186651911,0.03598379697,0.25569249123
Ff,0.53250858474,0.37660234371,0.88488884287,0.49126059693,0.67433598745,0.43859112594,0.32730565204,0.80306836025,0.24854656127,0.48657265376,0.50067886547,0.61441122213,0.42221613288,0.36913174930,0.97617697363,0.74080000655,0.00000000000,0.00849124253,0.42026435657,0.43269107470,0.40670645944,0.60790303782
Ee,0.76445947022,0.21426155825,0.21008646033,0.44522530755,0.22246635951,0.30443651127,0.12416227701,0.53863791690,0.77714559580,0.94607759473,0.52911888708,0.45009079731,0.22868524938,0.75092638066,0.36801731416,0.00273774667,0.00849124253,0.00000000000,0.72231404575,0.42794623483,0.09163582051,0.21298090283
Dd,0.42645676381,0.39624025450,0.47110912294,0.57265468673,0.24988927203,0.21251988708,0.24732261323,0.61136333653,0.64534446847,0.35246228552,0.69199811159,0.58485408733,0.23962125307,0.21526020533,0.50990761226,0.38161964767,0.42026435657,0.72231404575,0.00000000000,0.19973906287,0.31977161403,0.10354199068
Cc,0.79659509120,0.95554587574,0.42009716725,0.40351921159,0.46941955063,0.77526622131,0.67042528001,0.60292553438,0.83288373759,0.95061788110,0.98200358004,0.69940559954,0.55684895900,0.15087993013,0.64837037615,0.12186651911,0.43269107470,0.42794623483,0.19973906287,0.00000000000,0.18511332656,0.56025761942
Bb,0.82929809058,0.40666320311,0.54005950765,0.79325045285,0.79206506853,0.60097110758,0.70939073713,0.09783808666,0.55574907832,0.75457775601,0.98700964088,0.63704418996,0.63897365149,0.16198822853,0.72266200159,0.03598379697,0.40670645944,0.09163582051,0.31977161403,0.18511332656,0.00000000000,0.87497983009
Aa,0.80478166449,0.97270038399,0.87060579918,0.94562005553,0.67489591822,0.70165125789,0.63154855382,0.26565599219,0.70654321188,0.85550029112,0.85480386270,0.59400243708,0.22999677546,0.00190819480,0.66718569738,0.25569249123,0.60790303782,0.21298090283,0.10354199068,0.56025761942,0.87497983009,0.00000000000
